10110|VIANDA C/CUBIER 325ML TIBURON SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10111|VIANDA C/CUBIER 325ML BUHO SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10112|ENVASE|23|I|01|ALMACEN|0124|INSUMOS|012401|ENVASES|01240101|ENVASES|
10114|VIANDA C/CUBIER 325ML MONO SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10115|VIANDA C/CUBIER 325ML ABEJA SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
101161|VINO DON PASCUAL CRIA. ROBLE CAB/SAUVIGNON|23|F|30|BEBIDAS CON ALCOHOL|3008|VINOS|300801|VINOS NACIONALES|30080122|TINTOS CABERNET SAUVIGNON NACIONALES|
10116|VIANDA C/CUBIER 325ML JIRAFA SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10117|VIANDA P/SNACK BUHO SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10118|VIANDA P/SNACK MONO SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
101195|TAPON CEBADOR CHICO UNIVERSAL|3|N|07|BAZAR|0706|COCINA|070605|ACCESORIOS PARA INFUSIONES|07060506|TERMOS Y REPUESTOS|
10119|VIANDA P/SNACK ABEJA SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10120|VIANDA P/SNACK ZORRO SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10121|BAÑITO P/BEBES 3 ETAPAS TIBURON SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070801|GRAN PUERICULTURA|07080103|BAÑOS BEBE|
10122|JUGUETE BAÑERA PERRO SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10123|JUGUETE TELEFONO DINOSAURIO SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10124|ESTUCHE P/ TOALLITAS GRIS SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080303|ACCESORIOS DE HIGIENE BEBE|
101268|POSTRE LEMON PIE 90G. PRINCIPE HUMBERTO|16|F|04|CONGELADOS|0402|HELADOS Y POSTRES|040202|POSTRES CONGELADOS|04020206|TORTA HELADA|
10128|VIANDA P/SNACK MARIPOSA SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
10129|TUPPER 2 EN 1 NARVAL SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080308|VASOS DE ENTRENAMIENTO BEBE|
1012|CIGARRILLO  X 20 J&M BOX|36|N|08|BOUTIQUE|0804|KIOSCO|080401|KIOSCO|08040101|CIGARROS|
10130|SET VIANDA 700ML MARIPOSA SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
