SKU,Local,Forecast sumarizado
100933,00006,112.0
10112,00006,56.0
101161,00006,342.0
102,00006,108.0
102024,00006,173.0
102034,00006,120.0
102595,00006,90.0
102596,00006,88.0
102844,00006,112.0
102845,00006,96.0
102878,00006,112.0
102879,00006,125.0
103690,00006,1005.0
103814,00006,64.0
103986,00006,1324.0
104823,00006,56.0
104824,00006,96.0
10523,00006,417.0
10524,00006,1943.0
105314,00006,140.0
105426,00006,90.0
105427,00006,90.0
10547,00006,172.0
10691,00006,128.0
10714,00006,509.0
10735,00006,73389.0
10736,00006,8228.0
10737,00006,791.0
10738,00006,3372.0
10796,00006,5696.0
10834,00006,84.0
10882,00006,440.0
10887,00006,2827.0
10888,00006,67.0
10949,00006,56.0
10952,00006,56.0
109602,00006,1006.0
10977,00006,128.0
110363,00006,184.0
110499,00006,56.0
110558,00006,611.0
110559,00006,199.0
110560,00006,273.0
11060,00006,129.0
111179,00006,407.0
11266,00006,151.0
113487,00006,56.0
113618,00006,215327.0
113928,00006,56.0
114007,00006,5302.0
114829,00006,688.0
115511,00006,293.0
116558,00006,136.0
116731,00006,93.0
116735,00006,120.0
116756,00006,56.0
116768,00006,1581.0
116769,00006,1157.0
117046,00006,615.0
11776,00006,222.0
118087,00006,707.0
118771,00006,355.0
119367,00006,307.0
119368,00006,176.0
119391,00006,80.0
119595,00006,148.0
119776,00006,145.0
119779,00006,249.0
119985,00006,56.0
119986,00006,455.0
119990,00006,374.0
119993,00006,563.0
119998,00006,207.0
120004,00006,11817.0
120006,00006,1956.0
120114,00006,95.0
120990,00006,1637.0
120991,00006,468.0
121868,00006,488.0
121869,00006,296.0
121872,00006,799.0
122178,00006,4625.0
123210,00006,112.0
123874,00006,136.0
125529,00006,56.0
125550,00006,293.0
125669,00006,88.0
125671,00006,6448.0
126180,00006,273.0
126192,00006,13639.0
126196,00006,61007.0
126244,00006,488.0
126690,00006,80.0
1283,00006,163.0
12837,00006,56.0
129603,00006,178.0
130184,00006,430.0
131131,00006,10927.0
13121,00006,779.0
131281,00006,508.0
131904,00006,165.0
13285,00006,160.0
133070,00006,72.0
134156,00006,115.0
135286,00006,6097.0
135711,00006,1490.0
135712,00006,2764.0
136398,00006,56.0
136608,00006,128.0
136718,00006,197427.0
13673,00006,56.0
137741,00006,152.0
137748,00006,163.0
1392,00006,210.0
1393,00006,310.0
14006,00006,64.0
140643,00006,763.0
140816,00006,241.0
140900,00006,376.0
140901,00006,9558.0
140965,00006,413.0
141,00006,408.0
141001,00006,117.0
141139,00006,118.0
1414,00006,59.0
144061,00006,415.0
145881,00006,94.0
145882,00006,117.0
148051,00006,120.0
14814,00006,172.0
149096,00006,149.0
149097,00006,209.0
149652,00006,112.0
149653,00006,112.0
150419,00006,64.0
150420,00006,112.0
150866,00006,264.0
151530,00006,271.0
151682,00006,206.0
151683,00006,312.0
152036,00006,590.0
15257,00006,285.0
153396,00006,65.0
153671,00006,2635.0
1537,00006,496.0
153730,00006,1197.0
153733,00006,1954.0
153960,00006,56.0
15434,00006,185.0
154572,00006,56.0
156174,00006,98.0
157653,00006,113.0
158119,00006,168.0
158121,00006,168.0
160552,00006,72.0
160965,00006,56.0
162725,00006,56.0
165,00006,1428.0
1656,00006,352.0
166001,00006,128.0
168477,00006,205.0
168942,00006,112.0
168973,00006,176.0
169814,00006,850.0
170290,00006,56.0
170293,00006,80.0
1703,00006,12327.0
170323,00006,206.0
170327,00006,2023.0
1717,00006,167.0
172029,00006,6233.0
172403,00006,295.0
17245,00006,435.0
172968,00006,1481.0
173245,00006,64.0
17422,00006,360.0
17426,00006,2824.0
17428,00006,56.0
17437,00006,6876.0
174923,00006,476.0
175066,00006,192.0
175067,00006,168.0
175599,00006,104.0
175600,00006,112.0
17665,00006,7575.0
17680,00006,1816.0
17684,00006,803.0
1788,00006,320.0
180738,00006,272.0
181433,00006,161.0
181501,00006,973.0
181503,00006,80.0
181886,00006,177.0
181891,00006,56.0
182565,00006,167.0
182940,00006,298.0
182941,00006,419.0
182943,00006,376.0
183158,00006,120.0
183398,00006,349.0
185,00006,431.0
186096,00006,321.0
186097,00006,191.0
186612,00006,207.0
186615,00006,208.0
18869,00006,281.0
18872,00006,112.0
18873,00006,97.0
18874,00006,428.0
18892,00006,155.0
18896,00006,168.0
189174,00006,56.0
190,00006,2931.0
190729,00006,112.0
190996,00006,157.0
192620,00006,11127.0
192774,00006,56.0
192833,00006,743.0
192835,00006,231.0
193031,00006,120.0
19312,00006,112.0
193926,00006,56.0
194662,00006,239.0
194664,00006,96.0
194665,00006,301.0
194667,00006,79.0
194669,00006,94.0
195295,00006,8990.0
195296,00006,619.0
196549,00006,236.0
19702,00006,88.0
197305,00006,33801.0
197803,00006,64.0
198107,00006,251.0
19922,00006,252.0
19923,00006,128.0
201199,00006,2365.0
201233,00006,56.0
203983,00006,208.0
204107,00006,56.0
204795,00006,261.0
207522,00006,103.0
207528,00006,97.0
208101,00006,181.0
208158,00006,80.0
208556,00006,177.0
210517,00006,354.0
21117,00006,160.0
211797,00006,53565.0
2136,00006,56.0
214323,00006,152.0
216538,00006,455.0
216543,00006,64.0
216599,00006,176.0
216601,00006,112.0
216604,00006,120.0
217435,00006,117.0
21759,00006,2436.0
217756,00006,171.0
217757,00006,85.0
21790,00006,72.0
218058,00006,43357.0
21814,00006,1036.0
219321,00006,252.0
219322,00006,112.0
219966,00006,3331.0
219973,00006,1207.0
219991,00006,2851.0
220077,00006,198.0
220080,00006,66.0
220082,00006,168.0
220085,00006,144.0
220264,00006,330.0
220266,00006,133.0
220343,00006,152.0
220344,00006,224.0
220495,00006,245.0
220573,00006,189.0
220574,00006,234.0
221258,00006,54692.0
221652,00006,56.0
221809,00006,56.0
222210,00006,113.0
22362,00006,114.0
225647,00006,99.0
225649,00006,294.0
225650,00006,152.0
225651,00006,154.0
226190,00006,532.0
226292,00006,144.0
226679,00006,103.0
22787,00006,56.0
22802,00006,248.0
22867,00006,41462.0
230318,00006,56.0
230319,00006,88.0
23122,00006,85.0
231777,00006,96.0
233,00006,506.0
236617,00006,193.0
237231,00006,120.0
237309,00006,300.0
2378,00006,317.0
238501,00006,252.0
238503,00006,310.0
238529,00006,114.0
24015,00006,64.0
240506,00006,158.0
24233,00006,775.0
24238,00006,445.0
243974,00006,160.0
243977,00006,160.0
244439,00006,128.0
248686,00006,56.0
248800,00006,360.0
249157,00006,72.0
249159,00006,88.0
2494,00006,917.0
249503,00006,208.0
249800,00006,186.0
249801,00006,226.0
252436,00006,275.0
252440,00006,129.0
252441,00006,390.0
252994,00006,113.0
253498,00006,688.0
25663,00006,785.0
256756,00006,1118.0
25835,00006,120.0
25836,00006,224.0
25839,00006,136.0
25879,00006,70620.0
259431,00006,209.0
259433,00006,112.0
259719,00006,64.0
2617,00006,1114.0
261900,00006,233.0
26220,00006,65.0
262437,00006,112.0
262438,00006,125.0
262459,00006,178.0
262811,00006,118.0
263213,00006,101.0
26330,00006,104.0
263750,00006,56.0
263751,00006,56.0
263825,00006,189.0
264068,00006,64.0
264337,00006,128.0
264341,00006,311.0
264347,00006,112.0
264353,00006,145.0
264363,00006,168.0
264364,00006,128.0
264365,00006,168.0
2644,00006,237.0
264904,00006,226.0
265034,00006,778.0
265174,00006,112.0
266334,00006,457.0
266335,00006,1356.0
266336,00006,810.0
266407,00006,192.0
267335,00006,872.0
267336,00006,669.0
267384,00006,176.0
267561,00006,144.0
267923,00006,120.0
271088,00006,56.0
272016,00006,819.0
272466,00006,120.0
272468,00006,112.0
27343,00006,251.0
273741,00006,176.0
274088,00006,323.0
274129,00006,383.0
274130,00006,291.0
274131,00006,487.0
274132,00006,271.0
274594,00006,56.0
274801,00006,3936.0
275701,00006,1070.0
275892,00006,475.0
275893,00006,759.0
275894,00006,168.0
278255,00006,119.0
27837,00006,102.0
279557,00006,69.0
280426,00006,56.0
280495,00006,56.0
28091,00006,56.0
28303,00006,120348.0
283297,00006,168.0
285375,00006,212.0
285381,00006,457.0
285389,00006,979.0
285929,00006,68.0
285931,00006,56.0
286550,00006,128.0
286646,00006,60.0
286647,00006,107.0
287459,00006,89.0
287475,00006,3834.0
287629,00006,112.0
287638,00006,115.0
288718,00006,549.0
288731,00006,184.0
288733,00006,504.0
288747,00006,1311.0
288749,00006,867.0
288750,00006,180.0
288758,00006,794.0
288909,00006,263.0
288910,00006,368.0
289573,00006,84.0
289840,00006,121.0
289879,00006,94.0
289964,00006,199.0
29034,00006,180.0
290523,00006,1580.0
291029,00006,168.0
291248,00006,594.0
291708,00006,219.0
292443,00006,344.0
292819,00006,677.0
292973,00006,86.0
294852,00006,3472.0
294908,00006,99.0
295341,00006,415.0
296046,00006,167.0
296047,00006,385.0
296048,00006,350.0
298931,00006,152.0
299327,00006,124.0
3,00006,69.0
300269,00006,168.0
301147,00006,363.0
301806,00006,314.0
30316,00006,1408.0
305178,00006,97.0
305220,00006,248.0
306915,00006,4291.0
306918,00006,4196.0
307039,00006,213.0
307040,00006,428.0
307761,00006,186.0
307762,00006,891.0
308933,00006,122.0
309000,00006,1223.0
309091,00006,928.0
309249,00006,787.0
31025,00006,172.0
31026,00006,489.0
310806,00006,223.0
311186,00006,120.0
31135,00006,1395.0
312229,00006,239.0
312230,00006,253.0
312285,00006,115.0
312550,00006,88.0
312758,00006,140.0
313137,00006,97.0
314481,00006,226.0
314515,00006,168.0
314877,00006,112.0
315378,00006,56.0
31546,00006,120.0
315490,00006,472.0
315870,00006,540.0
315871,00006,250.0
316218,00006,152.0
319871,00006,72.0
320256,00006,1663.0
320262,00006,184.0
320282,00006,497.0
321704,00006,64.0
321965,00006,286.0
321966,00006,939.0
322105,00006,195.0
322132,00006,128.0
322314,00006,56.0
32269,00006,112.0
324183,00006,1057.0
325807,00006,112.0
32650,00006,98.0
32654,00006,56.0
32661,00006,112.0
32692,00006,5128.0
32746,00006,311.0
32757,00006,1697.0
3276,00006,203.0
329403,00006,405.0
330173,00006,142.0
330287,00006,12460.0
330825,00006,64.0
330826,00006,64.0
330827,00006,104.0
331696,00006,56.0
332816,00006,178.0
33299,00006,120.0
333109,00006,553.0
333110,00006,221.0
333111,00006,200.0
333112,00006,744.0
333113,00006,1060.0
333989,00006,56.0
334253,00006,64.0
334296,00006,223.0
334438,00006,64.0
334439,00006,56.0
335334,00006,60.0
335462,00006,1505.0
335511,00006,763.0
335512,00006,881.0
337937,00006,184.0
338270,00006,226.0
338408,00006,160.0
338410,00006,112.0
338411,00006,136.0
338412,00006,56.0
339030,00006,490.0
339031,00006,176.0
339192,00006,1623.0
339585,00006,183.0
339836,00006,88.0
342258,00006,64.0
344336,00006,153.0
345280,00006,451.0
345481,00006,690.0
34644,00006,120.0
346736,00006,262.0
346737,00006,232.0
346738,00006,256.0
34708,00006,1063.0
347140,00006,237.0
34726,00006,708.0
347438,00006,1062.0
347439,00006,421.0
347440,00006,494.0
34808,00006,151.0
34809,00006,100.0
34810,00006,144.0
34812,00006,203.0
34813,00006,341.0
349159,00006,145.0
349358,00006,72.0
350274,00006,56.0
350405,00006,96.0
350572,00006,56.0
350713,00006,137.0
351576,00006,698.0
352018,00006,15160.0
353169,00006,1563.0
353600,00006,85.0
353710,00006,56.0
353865,00006,107.0
353866,00006,104.0
353906,00006,83.0
354150,00006,7040.0
354325,00006,109.0
354326,00006,175.0
354327,00006,141.0
355029,00006,250.0
355350,00006,144.0
35652,00006,61.0
357485,00006,112.0
357486,00006,682.0
357550,00006,56.0
35873,00006,149.0
359766,00006,345.0
360323,00006,252.0
360351,00006,136.0
360415,00006,72.0
360701,00006,88.0
360938,00006,24193.0
3610,00006,146.0
361027,00006,56.0
361218,00006,125.0
36124,00006,741.0
361268,00006,208.0
361957,00006,232.0
362032,00006,56.0
362129,00006,113.0
36418,00006,264.0
365658,00006,1881.0
365958,00006,368.0
366927,00006,188.0
367471,00006,2883.0
367482,00006,56.0
368517,00006,785.0
368732,00006,491.0
368923,00006,151.0
369247,00006,6107.0
369249,00006,2186.0
369250,00006,201.0
369251,00006,129.0
36948,00006,766.0
370187,00006,678.0
370589,00006,188.0
370590,00006,56.0
371670,00006,649.0
371679,00006,737.0
371681,00006,2001.0
371689,00006,136.0
371690,00006,89.0
373988,00006,172.0
373989,00006,112.0
3742,00006,194.0
375056,00006,93.0
376109,00006,112.0
376110,00006,154.0
376111,00006,311.0
37661,00006,424.0
378890,00006,257.0
379672,00006,117.0
379674,00006,112.0
379688,00006,228.0
379689,00006,103.0
379745,00006,176.0
380952,00006,179.0
380953,00006,121.0
380954,00006,194.0
380955,00006,154.0
380957,00006,89.0
381619,00006,73.0
383387,00006,1847.0
383415,00006,573.0
383416,00006,3303.0
383504,00006,1104.0
384836,00006,112.0
384842,00006,120.0
384958,00006,223.0
385301,00006,54568.0
386528,00006,64.0
386681,00006,192.0
3874,00006,438.0
387628,00006,3411.0
38827,00006,310.0
38828,00006,266.0
388723,00006,799.0
388724,00006,187.0
388770,00006,345.0
388771,00006,496.0
38889,00006,1155.0
388957,00006,56.0
389488,00006,200.0
389695,00006,56.0
389772,00006,1055.0
391044,00006,77.0
391517,00006,347.0
391602,00006,388.0
391603,00006,245.0
39176,00006,144.0
392418,00006,248.0
392555,00006,57.0
392613,00006,1417.0
392614,00006,1159.0
392615,00006,10057.0
393207,00006,56.0
394180,00006,64.0
394196,00006,172.0
394197,00006,56.0
394198,00006,213.0
394975,00006,64.0
395130,00006,112.0
395257,00006,26924.0
395258,00006,5843.0
395300,00006,3857.0
395301,00006,103.0
395636,00006,334.0
395672,00006,1825.0
396569,00006,109.0
396570,00006,112.0
398234,00006,112.0
398380,00006,296.0
398381,00006,304.0
398514,00006,270.0
398596,00006,746.0
399331,00006,164.0
399637,00006,648.0
399638,00006,1338.0
400124,00006,127.0
400125,00006,2051.0
400931,00006,1075.0
400932,00006,184.0
400957,00006,56.0
40253,00006,433.0
402587,00006,330.0
402588,00006,13883.0
402589,00006,236.0
402590,00006,1913.0
402591,00006,717.0
402994,00006,130.0
404959,00006,56.0
405527,00006,254.0
405528,00006,273.0
405529,00006,351.0
405530,00006,267.0
405543,00006,104.0
405685,00006,251.0
405686,00006,214.0
405687,00006,356.0
406702,00006,87.0
406704,00006,304.0
406705,00006,587.0
406708,00006,215.0
406768,00006,169.0
406771,00006,154.0
406828,00006,128.0
406882,00006,72.0
406910,00006,143.0
406914,00006,343.0
407022,00006,606.0
407046,00006,128.0
407059,00006,280.0
407570,00006,112.0
407579,00006,72.0
407665,00006,96.0
408238,00006,315.0
408442,00006,1314.0
408510,00006,7500.0
408671,00006,308.0
408672,00006,370.0
4088,00006,135.0
40973,00006,2713.0
409825,00006,112.0
409902,00006,1193.0
409905,00006,11240.0
409908,00006,2896.0
409909,00006,2040.0
411600,00006,1292.0
412161,00006,43546.0
412592,00006,85.0
412594,00006,56.0
41287,00006,2730.0
414073,00006,56.0
414490,00006,2444.0
414553,00006,81.0
414886,00006,77.0
414887,00006,237.0
414888,00006,175.0
414959,00006,112.0
414960,00006,160.0
415372,00006,421.0
415410,00006,183.0
415586,00006,56.0
415753,00006,1148.0
416860,00006,319.0
417143,00006,163.0
418273,00006,1117.0
418943,00006,566.0
41902,00006,137.0
419041,00006,232.0
419072,00006,179.0
419073,00006,1302.0
419143,00006,104.0
419163,00006,557.0
419164,00006,173.0
419464,00006,16561.0
419559,00006,843.0
419840,00006,7105.0
421273,00006,2413.0
421274,00006,1714.0
422610,00006,137.0
422611,00006,58.0
423953,00006,145.0
423960,00006,104.0
423961,00006,128.0
423979,00006,88.0
423980,00006,136.0
424010,00006,64.0
424011,00006,112.0
424100,00006,112.0
424195,00006,254.0
424198,00006,334.0
424207,00006,362.0
424210,00006,200.0
424245,00006,152.0
424446,00006,471.0
424448,00006,710.0
424559,00006,189.0
424560,00006,271.0
424567,00006,136.0
424569,00006,120.0
424571,00006,109.0
424610,00006,462.0
424669,00006,96.0
424670,00006,365.0
424672,00006,185.0
424716,00006,152.0
424719,00006,200.0
424739,00006,28004.0
424783,00006,641.0
424784,00006,528.0
424827,00006,670.0
42864,00006,190.0
430506,00006,4698.0
430574,00006,6088.0
430969,00006,63621.0
431265,00006,283.0
431267,00006,1277.0
4380,00006,128.0
43988,00006,152.0
440269,00006,159.0
440270,00006,128.0
440276,00006,112.0
440641,00006,112.0
440642,00006,449.0
440643,00006,286.0
440644,00006,121.0
440645,00006,158.0
440646,00006,104.0
441012,00006,600.0
441121,00006,229.0
441125,00006,287.0
441126,00006,152.0
441131,00006,236.0
441132,00006,225.0
441151,00006,72.0
441388,00006,72.0
441394,00006,208.0
441395,00006,96.0
441462,00006,111.0
4430,00006,56.0
447545,00006,287.0
447594,00006,1011.0
447601,00006,144.0
448547,00006,184.0
448552,00006,226.0
448634,00006,1575.0
448704,00006,64.0
448705,00006,120.0
448848,00006,1456.0
448849,00006,4252.0
448850,00006,5013.0
448963,00006,112.0
449064,00006,419.0
449285,00006,112.0
449292,00006,136.0
449299,00006,4453.0
449300,00006,1664.0
449316,00006,79.0
449374,00006,112.0
449486,00006,263.0
449850,00006,82.0
449968,00006,312.0
449969,00006,155.0
450061,00006,218.0
450298,00006,83761.0
450573,00006,167.0
450575,00006,199.0
450582,00006,133.0
450583,00006,277.0
450584,00006,656.0
450587,00006,290.0
450596,00006,6102.0
450970,00006,968.0
451029,00006,112.0
451132,00006,9627.0
451148,00006,1678.0
451156,00006,119.0
451157,00006,125.0
451163,00006,10638.0
451337,00006,7522.0
451338,00006,1331.0
451397,00006,394.0
452371,00006,415.0
453094,00006,26002.0
453329,00006,418.0
453454,00006,232.0
453458,00006,72.0
453573,00006,226.0
453575,00006,156.0
454019,00006,64.0
454020,00006,57.0
454125,00006,280.0
454131,00006,2358.0
454525,00006,83.0
454796,00006,64.0
454820,00006,358.0
454854,00006,88.0
455105,00006,104.0
455106,00006,112.0
455107,00006,239.0
455108,00006,134.0
455109,00006,116.0
455112,00006,238.0
455113,00006,115.0
455452,00006,78.0
455453,00006,93.0
455454,00006,59.0
455458,00006,72.0
455462,00006,127.0
455463,00006,56.0
455464,00006,56.0
455467,00006,184.0
455468,00006,56.0
455469,00006,112.0
455520,00006,244.0
455522,00006,64.0
455523,00006,87.0
455524,00006,174.0
455525,00006,121.0
45642,00006,22005.0
45643,00006,15411.0
45644,00006,1674.0
45645,00006,7915.0
456473,00006,56.0
457052,00006,180.0
457059,00006,6588.0
457060,00006,4264.0
457330,00006,112.0
457592,00006,56.0
457593,00006,56.0
457683,00006,5754.0
458172,00006,56.0
458174,00006,126.0
458180,00006,81.0
458187,00006,120.0
458189,00006,80.0
458235,00006,323.0
458236,00006,334.0
459300,00006,104.0
459391,00006,176.0
459392,00006,218.0
4596,00006,136.0
459765,00006,149.0
462098,00006,88.0
462099,00006,112.0
462100,00006,128.0
462101,00006,136.0
462618,00006,869.0
46282,00006,273.0
462965,00006,2712.0
462990,00006,834.0
463053,00006,261.0
463417,00006,112.0
463448,00006,1196.0
463450,00006,1597.0
463451,00006,1180.0
463452,00006,797.0
463649,00006,72.0
463650,00006,114.0
464114,00006,590.0
464118,00006,966.0
464664,00006,80.0
466270,00006,4297.0
466271,00006,10674.0
46691,00006,114.0
466939,00006,56.0
467540,00006,222.0
467831,00006,277.0
467832,00006,311.0
467833,00006,492.0
468054,00006,283.0
469062,00006,168.0
469084,00006,280.0
469174,00006,308.0
469311,00006,447.0
469328,00006,112.0
469329,00006,223.0
469339,00006,257.0
469355,00006,128.0
469369,00006,210.0
469371,00006,851.0
4697,00006,128.0
469833,00006,981.0
469902,00006,120.0
469903,00006,120.0
469933,00006,432.0
469937,00006,144.0
469955,00006,112.0
470119,00006,258.0
470121,00006,327.0
470122,00006,145.0
470123,00006,156.0
470224,00006,128.0
470459,00006,246.0
470927,00006,112.0
471326,00006,192.0
471414,00006,120.0
471613,00006,727.0
471614,00006,5610.0
471965,00006,357.0
471966,00006,85.0
47230,00006,108.0
473931,00006,155.0
474063,00006,392.0
474349,00006,61.0
474350,00006,112.0
474664,00006,874.0
474665,00006,6347.0
475037,00006,1197.0
475592,00006,262.0
475593,00006,815.0
475594,00006,614.0
476075,00006,56.0
476159,00006,88.0
476160,00006,63.0
476161,00006,61.0
476162,00006,89.0
476173,00006,56.0
476174,00006,56.0
476210,00006,56.0
476668,00006,242.0
476698,00006,1347.0
476799,00006,446.0
476829,00006,56.0
477120,00006,305.0
477218,00006,1796.0
477219,00006,750.0
477220,00006,88.0
477222,00006,688.0
477223,00006,136.0
477224,00006,581.0
477225,00006,314.0
477226,00006,994.0
477227,00006,853.0
477228,00006,168.0
477229,00006,382.0
477517,00006,128.0
477518,00006,85.0
477658,00006,168.0
477661,00006,152.0
477662,00006,176.0
477784,00006,120.0
477894,00006,1699.0
477895,00006,2490.0
477896,00006,1165.0
477897,00006,311.0
477899,00006,248.0
477966,00006,56.0
478042,00006,129.0
478043,00006,474.0
478044,00006,383.0
478045,00006,120.0
478046,00006,151.0
478051,00006,352.0
478097,00006,822.0
478116,00006,56.0
478118,00006,56.0
478219,00006,1839.0
478534,00006,203.0
478535,00006,208.0
478537,00006,168.0
478539,00006,112.0
478540,00006,120.0
478542,00006,346.0
478543,00006,417.0
478544,00006,679.0
478550,00006,73.0
478655,00006,9354.0
479254,00006,251.0
479371,00006,90.0
479397,00006,108.0
479677,00006,394.0
479807,00006,56.0
480358,00006,112.0
480359,00006,112.0
480360,00006,94.0
480829,00006,64.0
480990,00006,119.0
481068,00006,64.0
481087,00006,109.0
481499,00006,93.0
481500,00006,71.0
481705,00006,117.0
481706,00006,140.0
481838,00006,56.0
481928,00006,169.0
482395,00006,99.0
482713,00006,9082.0
483593,00006,652.0
483992,00006,56.0
484250,00006,112.0
484791,00006,112.0
484821,00006,113.0
485480,00006,8558.0
485485,00006,1818.0
485627,00006,192.0
486304,00006,218.0
489180,00006,541.0
489455,00006,214.0
490870,00006,1698.0
491349,00006,604.0
491438,00006,104.0
491733,00006,180.0
491735,00006,175.0
491844,00006,381.0
491845,00006,778.0
491855,00006,120.0
491856,00006,184.0
491931,00006,136.0
491932,00006,71.0
491933,00006,128.0
491934,00006,127.0
491939,00006,148.0
491940,00006,120.0
491966,00006,120.0
491969,00006,160.0
491971,00006,120.0
491973,00006,113.0
491990,00006,188.0
492030,00006,168.0
492032,00006,112.0
492053,00006,352.0
492082,00006,72.0
492084,00006,86.0
492088,00006,72.0
492099,00006,56.0
492145,00006,104.0
49215,00006,96.0
492224,00006,56.0
492341,00006,109.0
492616,00006,120.0
492617,00006,99.0
492618,00006,114.0
492668,00006,400.0
493203,00006,201.0
493346,00006,168.0
493548,00006,192.0
493601,00006,273.0
495679,00006,160.0
495680,00006,187.0
495682,00006,240.0
496169,00006,64.0
496323,00006,89.0
496326,00006,173.0
496569,00006,112.0
496570,00006,56.0
496586,00006,173.0
496743,00006,230.0
496970,00006,112.0
496972,00006,312.0
496973,00006,455.0
496993,00006,96.0
497250,00006,2369.0
497581,00006,63.0
497630,00006,57.0
499056,00006,56.0
499114,00006,996.0
499125,00006,112.0
499194,00006,522.0
499195,00006,462.0
499256,00006,77.0
499760,00006,92.0
499761,00006,128.0
499762,00006,159.0
499950,00006,56.0
50,00006,122.0
500195,00006,112.0
500196,00006,120.0
500200,00006,56.0
500212,00006,88.0
500213,00006,112.0
500486,00006,244.0
500487,00006,64.0
500682,00006,3334.0
500684,00006,302.0
500685,00006,169.0
500751,00006,56.0
500831,00006,797.0
501030,00006,346.0
501237,00006,53010.0
501238,00006,1123.0
501239,00006,820.0
501541,00006,1126.0
501587,00006,256.0
501588,00006,232.0
501590,00006,112.0
501592,00006,168.0
501664,00006,570.0
501961,00006,1549.0
501962,00006,2163.0
502011,00006,2167.0
502023,00006,14261.0
502027,00006,1250.0
502165,00006,272.0
502379,00006,211.0
502381,00006,120.0
502382,00006,121.0
502517,00006,2541.0
502526,00006,1444.0
502528,00006,221.0
502566,00006,558.0
502647,00006,4491.0
502790,00006,173.0
503,00006,160.0
503000,00006,154.0
503001,00006,231.0
503002,00006,120.0
503003,00006,131.0
503598,00006,320.0
503604,00006,176.0
503605,00006,183.0
503608,00006,104.0
503611,00006,165.0
503612,00006,159.0
503613,00006,112.0
503614,00006,208.0
503870,00006,64.0
504312,00006,97.0
504349,00006,316.0
504576,00006,56.0
504869,00006,128.0
504871,00006,112.0
505118,00006,60.0
505119,00006,112.0
505120,00006,72.0
505219,00006,162.0
505474,00006,319.0
505517,00006,200.0
505728,00006,295.0
506016,00006,1216.0
506020,00006,320.0
506021,00006,304.0
506032,00006,4926.0
506339,00006,84.0
506691,00006,200.0
506715,00006,236.0
506740,00006,56.0
506828,00006,43571.0
506829,00006,507.0
506830,00006,573.0
506831,00006,545.0
506853,00006,119.0
506867,00006,2377.0
507100,00006,112.0
507101,00006,286.0
507485,00006,224.0
507486,00006,404.0
507487,00006,184.0
507524,00006,152.0
507945,00006,324.0
508101,00006,184.0
508200,00006,174.0
508201,00006,115.0
508366,00006,104.0
508367,00006,136.0
508376,00006,77.0
508388,00006,64.0
508389,00006,104.0
508396,00006,175.0
508397,00006,112.0
508398,00006,128.0
508414,00006,112.0
508415,00006,64.0
508421,00006,260.0
508864,00006,187.0
508976,00006,250.0
508996,00006,714.0
508997,00006,112.0
508998,00006,167.0
509039,00006,64.0
509316,00006,56.0
510106,00006,112.0
510417,00006,113.0
510810,00006,1247.0
510898,00006,57.0
511295,00006,307.0
511494,00006,144.0
511596,00006,56.0
511997,00006,71.0
512101,00006,56.0
512102,00006,777.0
512103,00006,170.0
512241,00006,1097.0
512242,00006,396.0
512531,00006,212.0
512983,00006,213.0
512985,00006,88.0
513147,00006,200.0
513148,00006,121.0
513149,00006,96.0
513211,00006,56.0
513231,00006,112.0
513490,00006,1051.0
513621,00006,119.0
513622,00006,124.0
513957,00006,144.0
513958,00006,82.0
513960,00006,114.0
513962,00006,177.0
514080,00006,1586.0
514081,00006,3783.0
514152,00006,144.0
514191,00006,69.0
514358,00006,113.0
514454,00006,409.0
514455,00006,131.0
514456,00006,213.0
514457,00006,113.0
514754,00006,475.0
515000,00006,1741.0
515001,00006,173.0
515002,00006,828.0
515003,00006,670.0
515077,00006,56.0
515438,00006,209.0
515619,00006,241.0
515621,00006,227.0
515622,00006,99.0
515630,00006,56.0
515640,00006,463.0
515902,00006,5266.0
516025,00006,64.0
516026,00006,1333.0
517748,00006,64.0
517753,00006,135.0
517758,00006,60.0
517759,00006,80.0
517778,00006,81.0
517784,00006,513.0
517826,00006,236.0
517981,00006,144.0
517982,00006,64.0
518361,00006,111.0
518362,00006,83.0
518375,00006,254.0
518384,00006,56.0
518457,00006,1804.0
518596,00006,164.0
519142,00006,136.0
519143,00006,176.0
519184,00006,112.0
519388,00006,184.0
519542,00006,97.0
519543,00006,112.0
519544,00006,56.0
519600,00006,21454.0
519632,00006,658.0
519642,00006,206.0
519645,00006,1694.0
51965,00006,1051.0
519903,00006,125.0
520019,00006,56.0
520078,00006,149628.0
520377,00006,520.0
520379,00006,202.0
520812,00006,128.0
520813,00006,176.0
520881,00006,113.0
521063,00006,175.0
521066,00006,168.0
521067,00006,56.0
521068,00006,104.0
523339,00006,103.0
523482,00006,113.0
523590,00006,189.0
523594,00006,153.0
523596,00006,72.0
523612,00006,208.0
523646,00006,1971.0
523647,00006,624.0
523884,00006,1514.0
524010,00006,1287.0
524212,00006,216.0
524213,00006,256.0
524258,00006,112.0
524259,00006,112.0
524486,00006,139.0
524488,00006,88.0
524489,00006,119.0
524491,00006,206.0
524492,00006,132.0
524493,00006,272.0
524494,00006,530.0
524501,00006,1099.0
524724,00006,280.0
525055,00006,112.0
525056,00006,69.0
525057,00006,129.0
525771,00006,296.0
52591,00006,56.0
526065,00006,56.0
526066,00006,56.0
526067,00006,56.0
526068,00006,56.0
