SKU,Local,Forecast sumarizado
109319,00001,87.0
109554,00001,89.0
109612,00001,99.0
109688,00001,206.0
109770,00001,1163.0
109771,00001,602.0
109774,00001,127.0
109775,00001,171.0
109957,00001,1001.0
10998,00001,148.0
109981,00001,85.0
110052,00001,31.0
110053,00001,36.0
110327,00001,96.0
110511,00001,30.0
110513,00001,30.0
110695,00001,762.0
110852,00001,680.0
110853,00001,824.0
11093,00001,196.0
110965,00001,90.0
110966,00001,60.0
110967,00001,60.0
110968,00001,41.0
111479,00001,68.0
111528,00001,57.0
111687,00001,73.0
111827,00001,7157.0
111828,00001,939.0
112473,00001,1986.0
112842,00001,81.0
113287,00001,33.0
113404,00001,60.0
113406,00001,223.0
113755,00001,784.0
113761,00001,866.0
113800,00001,215.0
113828,00001,161.0
115331,00001,53.0
116270,00001,35.0
116271,00001,60.0
116559,00001,347.0
116741,00001,224501.0
116801,00001,195.0
116825,00001,30.0
116854,00001,1015.0
116897,00001,59.0
116899,00001,53.0
116902,00001,60.0
116997,00001,82.0
117012,00001,56.0
117273,00001,38.0
117300,00001,79.0
117303,00001,73.0
117317,00001,119.0
117640,00001,79.0
117641,00001,70.0
117650,00001,38.0
117675,00001,96.0
117964,00001,30.0
117966,00001,30.0
117967,00001,30.0
118064,00001,132.0
1182,00001,115.0
118209,00001,7561.0
118260,00001,72.0
1184,00001,110.0
118796,00001,39.0
118798,00001,42.0
118801,00001,64.0
119109,00001,619.0
119110,00001,482.0
119171,00001,60.0
119323,00001,135.0
119609,00001,212.0
119612,00001,123.0
119868,00001,8868.0
120040,00001,30.0
120310,00001,612.0
120554,00001,220.0
120773,00001,245.0
121032,00001,377.0
121416,00001,35.0
121419,00001,56.0
121420,00001,60.0
121421,00001,60.0
1221,00001,146.0
1229,00001,60.0
123079,00001,221.0
123080,00001,701.0
123081,00001,833.0
123896,00001,126.0
124381,00001,58.0
124382,00001,278.0
124383,00001,30.0
124495,00001,138.0
124729,00001,131.0
12477,00001,253.0
124793,00001,144.0
125494,00001,364.0
125568,00001,111.0
125650,00001,30.0
12637,00001,35042.0
126630,00001,30.0
126645,00001,30.0
126876,00001,1649.0
127308,00001,227.0
127359,00001,29971.0
127360,00001,509.0
127372,00001,30.0
127438,00001,103.0
127439,00001,110.0
127718,00001,30.0
12845,00001,930.0
128517,00001,60.0
128667,00001,884.0
128672,00001,30.0
128673,00001,60.0
128674,00001,43.0
129072,00001,60.0
129076,00001,64.0
129080,00001,34.0
129084,00001,98.0
129086,00001,691.0
129430,00001,73.0
129496,00001,30.0
129497,00001,82.0
129498,00001,60.0
129593,00001,94.0
129594,00001,90.0
129596,00001,271.0
129597,00001,116.0
129598,00001,141.0
12965,00001,219.0
130248,00001,86.0
130555,00001,150.0
130556,00001,30.0
130561,00001,1109.0
130562,00001,487.0
130609,00001,30.0
130663,00001,84.0
130664,00001,59.0
130677,00001,35.0
130912,00001,86.0
131229,00001,97.0
131233,00001,958.0
131234,00001,235.0
131235,00001,103.0
131323,00001,88.0
131511,00001,78.0
131535,00001,39.0
132404,00001,30.0
132678,00001,3527.0
13279,00001,30.0
133242,00001,59.0
133243,00001,78.0
13333,00001,31.0
133336,00001,4291.0
13334,00001,203.0
133445,00001,94.0
134389,00001,93.0
134400,00001,36.0
134402,00001,80.0
134547,00001,50.0
134549,00001,133.0
134551,00001,34.0
134552,00001,56.0
134758,00001,64.0
134760,00001,36.0
135981,00001,30.0
136257,00001,85.0
136258,00001,95.0
136350,00001,136.0
1375,00001,348.0
138263,00001,83.0
1391,00001,858.0
139222,00001,259.0
139441,00001,66.0
139443,00001,60.0
139469,00001,30.0
13990,00001,30.0
140111,00001,137.0
140254,00001,60.0
140423,00001,55.0
140659,00001,34.0
141772,00001,40.0
14210,00001,140.0
14218,00001,60.0
14232,00001,35.0
142505,00001,30.0
142506,00001,33.0
142525,00001,6290.0
142529,00001,56.0
142530,00001,90.0
142531,00001,60.0
142532,00001,86.0
142533,00001,111.0
142796,00001,43649.0
142908,00001,1057.0
14324,00001,30.0
143353,00001,60.0
143361,00001,158.0
143363,00001,124.0
143871,00001,79558.0
14401,00001,179.0
144232,00001,308.0
144530,00001,64.0
144533,00001,122.0
144536,00001,30.0
144722,00001,30.0
144723,00001,39.0
144724,00001,61.0
144725,00001,57.0
144728,00001,56.0
144729,00001,199.0
144730,00001,123.0
14475,00001,30.0
145082,00001,7497.0
145085,00001,258.0
14511,00001,239.0
14513,00001,30.0
145178,00001,56.0
145221,00001,30.0
14587,00001,210.0
146152,00001,72.0
146664,00001,60.0
146793,00001,33.0
146855,00001,85.0
147521,00001,30.0
147522,00001,30.0
147524,00001,30.0
147758,00001,83.0
147841,00001,1513.0
147943,00001,100.0
147944,00001,38.0
147946,00001,74.0
147947,00001,60.0
147948,00001,30.0
147949,00001,59.0
148007,00001,62.0
14831,00001,952.0
149074,00001,140.0
149092,00001,58.0
149093,00001,183.0
149141,00001,994.0
14921,00001,222.0
1494,00001,103.0
149486,00001,61.0
149487,00001,95.0
149542,00001,39.0
149543,00001,30.0
1498,00001,1430.0
150342,00001,60.0
150345,00001,60.0
1506,00001,127.0
151311,00001,352.0
151812,00001,30.0
151813,00001,34.0
151814,00001,30.0
1520,00001,1708.0
152181,00001,60.0
152205,00001,30.0
152208,00001,30.0
152629,00001,8253.0
152643,00001,42.0
152731,00001,81.0
152980,00001,83.0
154083,00001,31.0
154808,00001,148.0
154809,00001,293.0
154810,00001,155.0
154890,00001,58.0
154891,00001,69.0
154893,00001,68.0
154894,00001,42.0
155065,00001,117.0
155363,00001,254.0
156283,00001,140.0
156285,00001,100.0
156703,00001,11732.0
15695,00001,50.0
157050,00001,63.0
157384,00001,51.0
157688,00001,129.0
157691,00001,206.0
157692,00001,150.0
157934,00001,30.0
157960,00001,958.0
15804,00001,61.0
158113,00001,176.0
158587,00001,65.0
158588,00001,373.0
158612,00001,52.0
158613,00001,56.0
158614,00001,59.0
158615,00001,60.0
159685,00001,61.0
1599,00001,272.0
1605,00001,735.0
160714,00001,479.0
1609,00001,130.0
161022,00001,30.0
16287,00001,348.0
1629,00001,109.0
163,00001,1205.0
163192,00001,78.0
163263,00001,30.0
163749,00001,77.0
163750,00001,60.0
1641,00001,361.0
16422,00001,302.0
1654,00001,4710.0
165797,00001,5172.0
165980,00001,59.0
166583,00001,37.0
166596,00001,58.0
167274,00001,151.0
167277,00001,558.0
167524,00001,51.0
167772,00001,63.0
167773,00001,101.0
168500,00001,282.0
168501,00001,171.0
168503,00001,86.0
168508,00001,161.0
168613,00001,110.0
168617,00001,70.0
168765,00001,8256.0
168925,00001,62.0
168991,00001,83.0
169028,00001,20604.0
16911,00001,30.0
16913,00001,60.0
16919,00001,30.0
1696,00001,1179.0
169685,00001,106.0
169938,00001,1120.0
171276,00001,30.0
171677,00001,46.0
17186,00001,30.0
17187,00001,30.0
172118,00001,67.0
172168,00001,34.0
172169,00001,34.0
17220,00001,76.0
17244,00001,30.0
172730,00001,423.0
173346,00001,102.0
173472,00001,104.0
17353,00001,239.0
173768,00001,34.0
173832,00001,56.0
174248,00001,39.0
17425,00001,134.0
174448,00001,162.0
174450,00001,68.0
175232,00001,154.0
17553,00001,51.0
175842,00001,84.0
17597,00001,53.0
1760,00001,289.0
176057,00001,162.0
176070,00001,134.0
17618,00001,216.0
176338,00001,30.0
176565,00001,120.0
17731,00001,61.0
177701,00001,105.0
17806,00001,90.0
178293,00001,30.0
178295,00001,67.0
179000,00001,91.0
179033,00001,139.0
179034,00001,43.0
179052,00001,56.0
179053,00001,60.0
179055,00001,90.0
179057,00001,80.0
179059,00001,56.0
17908,00001,145.0
179097,00001,60.0
17999,00001,60.0
18004,00001,116.0
180701,00001,54.0
180703,00001,52.0
180743,00001,137.0
1809,00001,133.0
181537,00001,99.0
182264,00001,58.0
182752,00001,52.0
182753,00001,39.0
182982,00001,121.0
182999,00001,60.0
183793,00001,30.0
184000,00001,90.0
184384,00001,39.0
184385,00001,60.0
184457,00001,91.0
184459,00001,66.0
184627,00001,34.0
184628,00001,34.0
184630,00001,52.0
185663,00001,5341.0
18579,00001,101.0
1861,00001,89.0
187312,00001,60.0
187467,00001,58.0
187670,00001,266.0
187813,00001,30.0
187962,00001,144.0
188030,00001,64.0
188319,00001,57.0
188320,00001,91.0
188548,00001,1391.0
18941,00001,30.0
1896,00001,52.0
1902,00001,60.0
190314,00001,33.0
190454,00001,1496.0
190628,00001,61.0
190830,00001,434.0
191187,00001,1558.0
191233,00001,30.0
191330,00001,46.0
19246,00001,34.0
192639,00001,76.0
192641,00001,34.0
192822,00001,44.0
192823,00001,30.0
192824,00001,56.0
192828,00001,55.0
193140,00001,124.0
193149,00001,87.0
193156,00001,111.0
193329,00001,60.0
193330,00001,71.0
193617,00001,75.0
194321,00001,1157.0
194710,00001,60.0
194892,00001,94.0
195084,00001,30.0
195085,00001,69.0
19516,00001,122.0
19517,00001,5779.0
19518,00001,206.0
19519,00001,102.0
1960,00001,980.0
196008,00001,63.0
196115,00001,53.0
196116,00001,107.0
196832,00001,377.0
196833,00001,108.0
196834,00001,593.0
196835,00001,95.0
197262,00001,54.0
19804,00001,68.0
19811,00001,31.0
1982,00001,90.0
198469,00001,111.0
1991,00001,127.0
200006,00001,352.0
200041,00001,3238.0
200221,00001,147.0
20129,00001,90.0
202584,00001,703.0
20266,00001,30.0
20273,00001,30.0
202754,00001,87.0
203757,00001,58.0
203875,00001,44.0
203877,00001,30.0
203879,00001,32.0
203880,00001,39.0
203881,00001,56.0
203883,00001,30.0
204483,00001,511.0
20458,00001,89.0
204613,00001,30.0
204794,00001,118.0
205005,00001,240.0
20516,00001,174804.0
206362,00001,96.0
20675,00001,598.0
208,00001,22728.0
208038,00001,79.0
208050,00001,98.0
208219,00001,195.0
20840,00001,11379.0
20857,00001,575.0
208747,00001,37.0
209031,00001,108.0
209032,00001,84.0
209052,00001,66.0
209054,00001,99.0
210154,00001,84.0
210155,00001,141.0
21033,00001,60.0
210594,00001,547.0
210785,00001,2455.0
210874,00001,972.0
21088,00001,30.0
21089,00001,30.0
210956,00001,51.0
210959,00001,190.0
211128,00001,49.0
211130,00001,30.0
211418,00001,90.0
211530,00001,80.0
21279,00001,510.0
21331,00001,63.0
21340,00001,39.0
213471,00001,43.0
2138,00001,126.0
213874,00001,45.0
21405,00001,30.0
214094,00001,175.0
214099,00001,353.0
214104,00001,214.0
214107,00001,179.0
214134,00001,56.0
214160,00001,86.0
214164,00001,30.0
214171,00001,56.0
214248,00001,34.0
214502,00001,43.0
214503,00001,44.0
214684,00001,36.0
214815,00001,57993.0
214824,00001,62.0
214909,00001,796.0
214912,00001,2740.0
214913,00001,739.0
214914,00001,126.0
215280,00001,56.0
215281,00001,52.0
21538,00001,80.0
21541,00001,4259.0
215995,00001,797.0
216389,00001,31.0
216390,00001,30.0
216914,00001,162.0
216915,00001,141.0
216916,00001,90.0
21855,00001,34.0
218557,00001,20222.0
218637,00001,74.0
218658,00001,30.0
218870,00001,70.0
219181,00001,331.0
219473,00001,51.0
219836,00001,211.0
219876,00001,119.0
21995,00001,30.0
219959,00001,30.0
219962,00001,30.0
220234,00001,423.0
22065,00001,34.0
22088,00001,67.0
220884,00001,175.0
221113,00001,103.0
221114,00001,75.0
221116,00001,132.0
221117,00001,197.0
221118,00001,143.0
221119,00001,58.0
221120,00001,63.0
221121,00001,120.0
221122,00001,101.0
221265,00001,30.0
2213,00001,56.0
221383,00001,30.0
221686,00001,30.0
221787,00001,34.0
223156,00001,66.0
223389,00001,199.0
223491,00001,30.0
22450,00001,151.0
22560,00001,210.0
225701,00001,134.0
225783,00001,60.0
226050,00001,102.0
226074,00001,34.0
226075,00001,72.0
226076,00001,78.0
226078,00001,30.0
226082,00001,30.0
226119,00001,30.0
226391,00001,34.0
226397,00001,37.0
226398,00001,38.0
226706,00001,138.0
226791,00001,70.0
226812,00001,152.0
226905,00001,347.0
227127,00001,131.0
227225,00001,30.0
227528,00001,125.0
227589,00001,30.0
227866,00001,607.0
227868,00001,717.0
227873,00001,65.0
22794,00001,3944.0
228083,00001,60.0
228084,00001,60.0
228232,00001,30.0
228613,00001,59.0
228685,00001,578.0
228969,00001,157.0
228983,00001,1096.0
2292,00001,103.0
229229,00001,141.0
229230,00001,60.0
229475,00001,61.0
229581,00001,60.0
229605,00001,198.0
229679,00001,35.0
230468,00001,665.0
2316,00001,59.0
23164,00001,133.0
2322,00001,31088.0
232548,00001,63.0
233016,00001,30.0
233072,00001,150.0
233172,00001,889.0
233434,00001,56.0
233435,00001,52.0
233440,00001,52.0
233540,00001,79.0
233541,00001,63.0
233542,00001,43.0
234317,00001,30.0
234319,00001,56.0
234321,00001,61.0
234323,00001,30.0
234325,00001,30.0
234326,00001,56.0
234328,00001,1591.0
234330,00001,34.0
234336,00001,32.0
234394,00001,65.0
234395,00001,811.0
234569,00001,179.0
234590,00001,57.0
234923,00001,648.0
234924,00001,159.0
234967,00001,126.0
235121,00001,2668.0
235133,00001,85.0
235134,00001,81.0
235135,00001,4626.0
235136,00001,726.0
235137,00001,134.0
235800,00001,94.0
236011,00001,60.0
236252,00001,60.0
2363,00001,93.0
236476,00001,44.0
236492,00001,851.0
236641,00001,70.0
236642,00001,34.0
236643,00001,119.0
236659,00001,116.0
237065,00001,276.0
237267,00001,148.0
237276,00001,635.0
237284,00001,60.0
23735,00001,57.0
2374,00001,285.0
237428,00001,245.0
237429,00001,103.0
237495,00001,150.0
237656,00001,59.0
237688,00001,98.0
237879,00001,44.0
237880,00001,60.0
23817,00001,371.0
238523,00001,65.0
238695,00001,6386.0
239663,00001,311.0
240,00001,593.0
240140,00001,99.0
240211,00001,105.0
240649,00001,50.0
240833,00001,207.0
240836,00001,115.0
240967,00001,60.0
241570,00001,56.0
241751,00001,47.0
242327,00001,59.0
24256,00001,30.0
242772,00001,94.0
242773,00001,60.0
243146,00001,59.0
243386,00001,30.0
243619,00001,30.0
243836,00001,43.0
243837,00001,60.0
243857,00001,240.0
243858,00001,56.0
243859,00001,81.0
2441,00001,68.0
244336,00001,63.0
2444,00001,95.0
245448,00001,90.0
245449,00001,111.0
245785,00001,106.0
245803,00001,121.0
245804,00001,250.0
245805,00001,252.0
246097,00001,3816.0
246137,00001,95.0
246508,00001,73.0
2466,00001,38429.0
246997,00001,270.0
247568,00001,158.0
248472,00001,35.0
248491,00001,125.0
248503,00001,73.0
248829,00001,30.0
248830,00001,38.0
248831,00001,34.0
248996,00001,135.0
249288,00001,314.0
249407,00001,60.0
249453,00001,187.0
249868,00001,298.0
249881,00001,142.0
250075,00001,82.0
250076,00001,60.0
250123,00001,60.0
2503,00001,110.0
25079,00001,11551.0
250969,00001,30.0
250971,00001,30.0
2510,00001,54.0
251173,00001,60.0
251175,00001,95.0
2514,00001,30.0
252778,00001,53.0
254164,00001,42.0
254167,00001,60.0
254168,00001,38.0
254170,00001,75.0
254174,00001,75.0
254175,00001,73.0
254425,00001,75.0
254426,00001,64.0
254646,00001,543.0
254692,00001,60.0
254693,00001,50.0
2556,00001,83.0
257669,00001,454.0
2578,00001,1235.0
257884,00001,176.0
257921,00001,171.0
258290,00001,64.0
259279,00001,30.0
25928,00001,86.0
259754,00001,97.0
259855,00001,36.0
259856,00001,30.0
260380,00001,34.0
260381,00001,44.0
260382,00001,30.0
260387,00001,30.0
260388,00001,39.0
260389,00001,94.0
260396,00001,73.0
260888,00001,445.0
260889,00001,64.0
260890,00001,110.0
261298,00001,951.0
261590,00001,141.0
261592,00001,164.0
262191,00001,92.0
262194,00001,62.0
262711,00001,58.0
262842,00001,60.0
262966,00001,74.0
262970,00001,84.0
262980,00001,43.0
262984,00001,30.0
262985,00001,844.0
263016,00001,34.0
263073,00001,36.0
263074,00001,58.0
263794,00001,30.0
263987,00001,117.0
263988,00001,56.0
263989,00001,129.0
263990,00001,88.0
264159,00001,69.0
264175,00001,60.0
264176,00001,56.0
264177,00001,64.0
264178,00001,68.0
264180,00001,43.0
264181,00001,60.0
264182,00001,66.0
26423,00001,33.0
264663,00001,30.0
264664,00001,35.0
264665,00001,31.0
264666,00001,30.0
264667,00001,30.0
264669,00001,30.0
264671,00001,30.0
264674,00001,34.0
264675,00001,30.0
264676,00001,35.0
264678,00001,34.0
264679,00001,30.0
264680,00001,38.0
2648,00001,348.0
264960,00001,223.0
265450,00001,71.0
266729,00001,56.0
267302,00001,30.0
267693,00001,134.0
268041,00001,82.0
268042,00001,116.0
268264,00001,60.0
268265,00001,57.0
268266,00001,58.0
268267,00001,30.0
26839,00001,245.0
268717,00001,1192.0
26934,00001,137.0
269622,00001,60.0
269632,00001,76.0
269745,00001,228.0
271398,00001,114.0
271399,00001,62.0
271400,00001,30.0
271401,00001,30.0
271498,00001,39.0
271499,00001,35.0
272006,00001,630.0
272010,00001,30.0
27245,00001,87.0
272460,00001,30.0
272461,00001,60.0
272462,00001,64.0
272869,00001,60.0
272871,00001,60.0
272872,00001,33.0
272873,00001,33.0
272875,00001,43.0
273035,00001,60.0
273039,00001,32.0
273079,00001,67.0
273612,00001,30.0
273613,00001,59.0
2738,00001,64.0
274083,00001,166.0
274084,00001,115.0
274300,00001,41.0
274301,00001,86.0
274302,00001,61.0
274388,00001,44.0
274417,00001,38.0
274418,00001,53.0
274983,00001,30.0
274988,00001,180.0
274990,00001,77.0
275028,00001,1235.0
275154,00001,147.0
275318,00001,46.0
275319,00001,72.0
275322,00001,43.0
275568,00001,146.0
275718,00001,60.0
275720,00001,81.0
276610,00001,117.0
276678,00001,60.0
277009,00001,30.0
277302,00001,84.0
277844,00001,67.0
277845,00001,60.0
277847,00001,55.0
277848,00001,87.0
277849,00001,95.0
278117,00001,137.0
278120,00001,101.0
278622,00001,57.0
278623,00001,173.0
278625,00001,60.0
278627,00001,52.0
278628,00001,55.0
278631,00001,60.0
278632,00001,80.0
278716,00001,82.0
278722,00001,39.0
278724,00001,78.0
278754,00001,181.0
278970,00001,256.0
2790,00001,140.0
27901,00001,179.0
27903,00001,94.0
279153,00001,117.0
279427,00001,87.0
279556,00001,279.0
280020,00001,78.0
280138,00001,117.0
280174,00001,128.0
280210,00001,130.0
280211,00001,91.0
280212,00001,167.0
280213,00001,147.0
280214,00001,1863.0
280216,00001,99.0
280217,00001,158.0
280218,00001,45.0
280236,00001,1986.0
280237,00001,81.0
280238,00001,196.0
280239,00001,55.0
280240,00001,93.0
280372,00001,34.0
28105,00001,31.0
28121,00001,60.0
28122,00001,36.0
28126,00001,30.0
281432,00001,89.0
281474,00001,163.0
281565,00001,1310.0
282898,00001,60.0
284165,00001,92.0
28425,00001,1081.0
285075,00001,192.0
285411,00001,91.0
285412,00001,44.0
285413,00001,37.0
285418,00001,56.0
285490,00001,58.0
285491,00001,52.0
285500,00001,42.0
285501,00001,64.0
285504,00001,35.0
285644,00001,34.0
28610,00001,6239.0
286163,00001,93.0
286307,00001,34.0
286875,00001,64.0
286995,00001,114.0
2879,00001,60.0
288097,00001,85.0
288865,00001,68.0
289483,00001,30.0
28959,00001,1005.0
289647,00001,1104.0
289648,00001,3060.0
289649,00001,443.0
289650,00001,2698.0
290037,00001,60.0
290526,00001,195.0
290528,00001,30.0
290529,00001,34.0
290530,00001,34.0
290531,00001,30.0
290532,00001,30.0
29100,00001,90.0
291395,00001,107.0
2914,00001,108.0
291702,00001,30.0
291705,00001,74.0
2945,00001,75.0
295109,00001,56.0
295650,00001,86.0
296065,00001,72.0
296066,00001,42.0
296176,00001,80.0
296179,00001,117.0
296182,00001,85.0
296529,00001,677.0
296590,00001,131.0
297040,00001,65.0
297041,00001,79.0
2976,00001,172.0
297726,00001,64.0
2978,00001,545.0
297984,00001,85.0
297985,00001,96.0
29820,00001,136.0
298259,00001,60.0
29835,00001,43.0
298389,00001,47.0
29856,00001,1673.0
298916,00001,34.0
298992,00001,90.0
298993,00001,137.0
298994,00001,47.0
299130,00001,51.0
299478,00001,9354.0
299497,00001,59.0
299700,00001,173.0
29979,00001,318.0
299930,00001,4976.0
299993,00001,653.0
299994,00001,2981.0
300030,00001,798.0
300037,00001,30.0
300038,00001,30.0
300039,00001,60.0
300040,00001,58.0
300044,00001,98.0
301255,00001,179.0
301257,00001,444.0
301258,00001,401.0
301259,00001,344.0
301260,00001,1482.0
301382,00001,83.0
301758,00001,43.0
301763,00001,76.0
3023,00001,833.0
302621,00001,111.0
3028,00001,2447.0
30360,00001,186.0
303608,00001,174.0
30365,00001,73.0
303965,00001,121.0
303967,00001,117.0
303969,00001,360.0
303971,00001,93.0
303975,00001,64.0
303976,00001,79.0
303977,00001,140.0
303978,00001,91.0
304133,00001,263.0
304139,00001,165.0
3047,00001,112.0
304932,00001,90.0
304935,00001,30.0
304970,00001,60.0
305014,00001,216.0
305064,00001,30.0
305065,00001,206.0
305233,00001,3511.0
30535,00001,60.0
3059,00001,59.0
30617,00001,100.0
307229,00001,755.0
307256,00001,64.0
307303,00001,39.0
30760,00001,45.0
30761,00001,63.0
30762,00001,437.0
30763,00001,74.0
308265,00001,80.0
308500,00001,74.0
308501,00001,68.0
308607,00001,89.0
308858,00001,44.0
309351,00001,69.0
31,00001,200.0
310182,00001,211.0
3102,00001,171.0
310205,00001,30.0
310545,00001,56.0
310569,00001,35.0
310634,00001,30.0
310637,00001,38.0
310970,00001,120.0
311016,00001,30.0
311020,00001,95.0
311373,00001,40.0
311806,00001,384.0
312070,00001,32.0
312074,00001,30.0
3124,00001,264.0
313916,00001,88.0
313917,00001,64.0
313919,00001,63.0
31393,00001,185.0
31396,00001,283.0
31398,00001,776.0
314194,00001,56.0
314486,00001,65.0
3148,00001,1389.0
314822,00001,181.0
315018,00001,60.0
315022,00001,60.0
315023,00001,86.0
315052,00001,170.0
315796,00001,344.0
315797,00001,267.0
315956,00001,30.0
315957,00001,30.0
315958,00001,30.0
3160,00001,30.0
316080,00001,182.0
316097,00001,116.0
316349,00001,1201.0
31635,00001,60.0
316363,00001,30.0
317097,00001,98.0
317099,00001,76.0
31733,00001,512.0
3179,00001,665.0
318329,00001,94.0
31894,00001,42302.0
320839,00001,259.0
321176,00001,59.0
321539,00001,142.0
321718,00001,574.0
321766,00001,174.0
322153,00001,862.0
322154,00001,303.0
322155,00001,186.0
32247,00001,117.0
32322,00001,128.0
323307,00001,60.0
324412,00001,42.0
32445,00001,108.0
3257,00001,101.0
32573,00001,60.0
325833,00001,806.0
326437,00001,30.0
326438,00001,30.0
326623,00001,90.0
326735,00001,397.0
327640,00001,189.0
327641,00001,290.0
327703,00001,108.0
32795,00001,57.0
3283,00001,61.0
3289,00001,146.0
329043,00001,154.0
329142,00001,56.0
329148,00001,61.0
329156,00001,37.0
329157,00001,30.0
3292,00001,283.0
32934,00001,108.0
3296,00001,126.0
330384,00001,64.0
330659,00001,46.0
330662,00001,60.0
330663,00001,67.0
330664,00001,70.0
330666,00001,61.0
330677,00001,58.0
33105,00001,93.0
331118,00001,64.0
331151,00001,109.0
331155,00001,136.0
331164,00001,30.0
332284,00001,56.0
332406,00001,1307.0
332528,00001,115.0
332554,00001,30.0
332809,00001,69.0
332817,00001,1413.0
333278,00001,90.0
333414,00001,72.0
333428,00001,49.0
333486,00001,37.0
333567,00001,30.0
333568,00001,30.0
333569,00001,60.0
333573,00001,45.0
333828,00001,636.0
333894,00001,198.0
333897,00001,306.0
333898,00001,191.0
333899,00001,99.0
33392,00001,44.0
334445,00001,56.0
3348,00001,224.0
334896,00001,30.0
335094,00001,124.0
335638,00001,361.0
335643,00001,169.0
335667,00001,3778.0
3357,00001,194.0
33628,00001,124.0
336515,00001,120.0
336516,00001,125.0
33664,00001,806.0
336643,00001,59.0
336644,00001,160.0
336646,00001,75.0
3368,00001,1845.0
336981,00001,160.0
337069,00001,35.0
337132,00001,42.0
337347,00001,34.0
337462,00001,30.0
337463,00001,39.0
337464,00001,128.0
337465,00001,67.0
338421,00001,80.0
338553,00001,155.0
338564,00001,109.0
3386,00001,68.0
339239,00001,188.0
33927,00001,204.0
340019,00001,60.0
340132,00001,40.0
340955,00001,5313.0
34102,00001,129.0
341214,00001,54.0
3414,00001,60.0
342409,00001,30.0
342410,00001,30.0
342411,00001,30.0
343660,00001,93.0
343764,00001,43.0
343766,00001,68.0
343815,00001,131.0
343816,00001,76.0
343817,00001,31.0
343818,00001,76.0
344553,00001,59.0
344554,00001,30.0
344569,00001,70.0
34462,00001,98.0
34464,00001,30.0
345024,00001,1140.0
345255,00001,30.0
345256,00001,58.0
345257,00001,60.0
345340,00001,174.0
345355,00001,76.0
345356,00001,98.0
345357,00001,124.0
345749,00001,139.0
345750,00001,258.0
346668,00001,136.0
346679,00001,30.0
346848,00001,83.0
3474,00001,68.0
34820,00001,34.0
34821,00001,38.0
348718,00001,60.0
348719,00001,136.0
34888,00001,501215.0
34899,00001,1603.0
3490,00001,68.0
349240,00001,39.0
349625,00001,2210.0
350831,00001,2035.0
350978,00001,891.0
351952,00001,56.0
35291,00001,30.0
353077,00001,123.0
353080,00001,43.0
35318,00001,30.0
35323,00001,30.0
353357,00001,73.0
353358,00001,35.0
353421,00001,79.0
353596,00001,105.0
353707,00001,30.0
354050,00001,489.0
3542,00001,84.0
354225,00001,90.0
354257,00001,130.0
354615,00001,215.0
354786,00001,105.0
355015,00001,43.0
355019,00001,3615.0
355020,00001,141.0
355457,00001,100.0
355649,00001,38.0
355909,00001,60.0
355938,00001,231.0
3562,00001,77.0
356502,00001,65.0
356518,00001,64.0
356519,00001,34.0
357175,00001,174.0
357226,00001,30.0
357237,00001,35.0
357499,00001,121.0
3575,00001,59.0
357694,00001,31.0
357697,00001,60.0
358212,00001,163.0
358232,00001,210.0
