SKU,Local,Forecast sumarizado
533675,00001,69.0
533676,00001,30.0
533677,00001,30.0
533678,00001,54.0
533679,00001,82.0
533680,00001,83.0
533681,00001,202.0
533682,00001,34.0
533706,00001,166.0
533735,00001,91.0
533821,00001,155.0
533822,00001,89.0
533823,00001,291.0
533824,00001,165.0
533848,00001,663.0
533849,00001,670.0
5344,00001,218.0
534540,00001,91.0
534580,00001,103.0
5346,00001,73.0
534603,00001,90.0
534678,00001,63.0
534679,00001,156.0
534699,00001,38.0
534753,00001,52.0
535121,00001,217.0
535303,00001,130.0
535308,00001,97.0
535433,00001,48.0
535648,00001,30.0
535917,00001,30.0
535925,00001,72.0
535927,00001,92.0
535929,00001,69.0
535932,00001,105.0
535933,00001,30.0
535934,00001,30.0
536997,00001,30.0
5371,00001,168.0
537104,00001,138.0
537105,00001,90.0
537106,00001,73.0
537169,00001,58.0
537170,00001,60.0
537171,00001,69.0
537173,00001,82.0
537174,00001,66.0
537175,00001,59.0
537176,00001,71.0
537177,00001,30.0
537198,00001,46.0
537442,00001,56.0
538044,00001,55.0
538047,00001,52.0
538204,00001,43.0
538603,00001,219.0
538870,00001,191.0
53905,00001,120.0
539190,00001,99.0
539403,00001,90.0
539404,00001,93.0
539683,00001,83.0
539684,00001,149.0
539685,00001,82.0
539686,00001,81.0
53978,00001,89.0
54107,00001,35.0
541426,00001,975.0
541427,00001,767.0
541517,00001,177.0
541518,00001,436.0
541558,00001,60.0
541571,00001,87.0
541592,00001,74.0
541619,00001,30.0
541620,00001,30.0
541621,00001,66.0
541622,00001,34.0
541623,00001,34.0
541624,00001,30.0
541625,00001,40.0
5420,00001,34.0
542935,00001,65.0
542936,00001,60.0
543028,00001,153.0
543078,00001,30.0
543700,00001,30.0
545,00001,1514.0
545042,00001,57.0
545125,00001,60.0
545587,00001,621.0
545588,00001,167.0
545589,00001,261.0
545590,00001,2521.0
545628,00001,57.0
545629,00001,86.0
546080,00001,113.0
546206,00001,38.0
546209,00001,91.0
54623,00001,417.0
54626,00001,766.0
546510,00001,120.0
54662,00001,225.0
54678,00001,307.0
547006,00001,34.0
547712,00001,30.0
547849,00001,60.0
547852,00001,34.0
547853,00001,35.0
547854,00001,46.0
547855,00001,60.0
54794,00001,1575.0
5489,00001,418.0
549092,00001,34.0
5496,00001,60.0
550879,00001,200.0
550887,00001,222.0
550888,00001,116.0
55118,00001,96.0
551494,00001,543.0
551526,00001,106.0
551783,00001,90.0
552105,00001,113.0
552106,00001,183.0
552108,00001,162.0
552109,00001,117.0
552110,00001,218.0
552160,00001,34.0
552161,00001,30.0
552162,00001,30.0
552163,00001,30.0
552164,00001,34.0
552165,00001,30.0
552166,00001,30.0
552167,00001,30.0
552168,00001,83.0
552169,00001,68.0
552170,00001,64.0
552317,00001,463.0
5535,00001,977.0
553538,00001,60.0
55357,00001,221.0
553876,00001,59.0
554137,00001,139.0
554158,00001,74.0
554169,00001,30.0
554665,00001,52.0
554703,00001,35.0
555269,00001,115.0
555270,00001,109.0
555271,00001,245.0
555272,00001,69.0
555297,00001,56.0
555681,00001,30.0
555727,00001,294.0
555768,00001,82.0
555806,00001,60.0
555881,00001,30.0
555890,00001,59.0
555893,00001,60.0
555904,00001,30.0
555933,00001,58.0
556176,00001,30.0
556178,00001,33.0
55633,00001,2221.0
5566,00001,122.0
556677,00001,90.0
556685,00001,52.0
556686,00001,90.0
556790,00001,30.0
556791,00001,81.0
556792,00001,122.0
556794,00001,52.0
557116,00001,94.0
557117,00001,99.0
557580,00001,48.0
557838,00001,94.0
557839,00001,90.0
557856,00001,35.0
557857,00001,60.0
557859,00001,34.0
557860,00001,30.0
558,00001,1405.0
558131,00001,30.0
558132,00001,30.0
558133,00001,30.0
55899,00001,257.0
559041,00001,64.0
559053,00001,60.0
559060,00001,86.0
559061,00001,60.0
559062,00001,30.0
55921,00001,5363.0
5595,00001,115.0
559596,00001,68.0
559781,00001,30.0
559792,00001,205.0
560386,00001,203.0
560387,00001,60.0
560573,00001,54.0
5609,00001,80.0
561565,00001,98.0
561568,00001,95.0
562004,00001,69.0
562005,00001,78.0
562006,00001,39.0
562007,00001,52.0
562008,00001,30.0
562026,00001,91.0
562145,00001,182.0
562146,00001,141.0
562147,00001,138.0
562484,00001,99.0
562519,00001,101.0
562521,00001,30.0
562523,00001,101.0
562525,00001,53.0
562526,00001,48.0
562527,00001,191.0
562528,00001,64.0
562529,00001,79.0
562531,00001,55.0
562710,00001,105.0
562711,00001,341.0
562785,00001,30.0
562786,00001,34.0
562787,00001,30.0
562788,00001,35.0
562791,00001,111.0
562792,00001,115.0
562793,00001,110.0
562794,00001,89.0
562795,00001,98.0
562796,00001,64.0
563153,00001,68.0
563156,00001,210.0
563160,00001,47.0
563161,00001,60.0
563163,00001,60.0
563165,00001,30.0
563306,00001,72.0
563468,00001,69.0
563469,00001,112.0
563534,00001,62.0
563536,00001,68.0
564048,00001,30.0
564063,00001,97.0
564064,00001,212.0
564202,00001,95.0
564557,00001,108.0
564558,00001,30.0
564566,00001,33.0
564587,00001,60.0
564928,00001,30.0
565117,00001,36891.0
565118,00001,6200.0
565119,00001,188.0
565120,00001,92.0
565121,00001,1139.0
565122,00001,234.0
565123,00001,181.0
565124,00001,1168.0
565125,00001,1013.0
565126,00001,266.0
565127,00001,940.0
565193,00001,74.0
565255,00001,30.0
565871,00001,31163.0
566557,00001,31.0
566567,00001,207.0
566568,00001,348.0
566748,00001,34.0
566752,00001,112.0
566818,00001,34.0
567317,00001,761.0
567332,00001,6080.0
567439,00001,41.0
567440,00001,432.0
567473,00001,82.0
567475,00001,87.0
567782,00001,30.0
567783,00001,30.0
567784,00001,30.0
567785,00001,30.0
567786,00001,30.0
567787,00001,30.0
567788,00001,30.0
567789,00001,30.0
567791,00001,30.0
567792,00001,30.0
567794,00001,82.0
567795,00001,253.0
567796,00001,127.0
567797,00001,41.0
567811,00001,60.0
567812,00001,30.0
568160,00001,740.0
568321,00001,69.0
568346,00001,83.0
569634,00001,90.0
569636,00001,30.0
569768,00001,65.0
569769,00001,546.0
569770,00001,51.0
569771,00001,30.0
569772,00001,326.0
569773,00001,1003.0
569774,00001,93.0
569775,00001,126.0
569776,00001,66.0
569921,00001,45.0
569924,00001,30.0
569927,00001,37.0
570001,00001,166.0
570524,00001,56.0
570525,00001,56.0
570526,00001,53.0
570527,00001,65.0
570583,00001,75.0
570710,00001,34.0
570711,00001,49.0
570713,00001,395.0
570739,00001,211.0
570745,00001,1544.0
570746,00001,636.0
571038,00001,30.0
571039,00001,34.0
571102,00001,31.0
571339,00001,30.0
571340,00001,30.0
571391,00001,56.0
571457,00001,593.0
571534,00001,35.0
571535,00001,48.0
571536,00001,44.0
571563,00001,1433.0
571564,00001,4620.0
571890,00001,30.0
571891,00001,34.0
572715,00001,38.0
574806,00001,64.0
57486,00001,544.0
57487,00001,477.0
57488,00001,1492.0
574988,00001,83.0
576226,00001,93.0
576227,00001,65.0
576228,00001,68.0
576252,00001,42.0
576253,00001,42.0
576743,00001,30.0
576744,00001,30.0
576821,00001,67.0
57683,00001,38.0
578304,00001,30.0
578707,00001,120.0
578743,00001,245.0
579025,00001,57.0
579026,00001,77.0
579027,00001,74.0
579028,00001,66.0
579240,00001,112.0
579241,00001,63.0
579242,00001,56.0
579243,00001,121.0
579258,00001,169.0
579259,00001,183.0
579700,00001,34.0
579713,00001,3371.0
580058,00001,34.0
580651,00001,93.0
580661,00001,9295.0
580718,00001,100.0
580719,00001,157.0
580722,00001,87.0
580726,00001,106.0
580731,00001,34.0
580732,00001,34.0
580733,00001,48.0
580734,00001,30.0
580758,00001,130.0
580766,00001,200.0
580767,00001,68.0
580768,00001,69.0
580769,00001,87.0
580850,00001,30.0
580851,00001,35.0
580852,00001,38.0
580853,00001,30.0
581012,00001,88.0
581014,00001,90.0
581015,00001,130.0
581127,00001,53.0
581133,00001,59.0
581141,00001,30.0
581142,00001,30.0
581150,00001,30.0
581151,00001,669.0
581294,00001,60.0
581300,00001,30.0
581302,00001,39.0
581304,00001,31.0
581305,00001,30.0
581306,00001,56.0
581307,00001,60.0
581308,00001,60.0
581309,00001,35.0
581599,00001,60.0
581600,00001,38.0
581601,00001,54.0
581603,00001,30.0
581606,00001,30.0
581609,00001,34.0
581612,00001,30.0
581613,00001,30.0
581623,00001,73.0
581625,00001,75.0
581627,00001,68.0
581629,00001,138.0
581631,00001,60.0
581632,00001,89.0
581634,00001,138.0
581636,00001,116.0
581638,00001,165.0
581640,00001,212.0
581642,00001,35.0
581644,00001,30.0
581779,00001,124.0
581781,00001,86.0
581783,00001,134.0
581784,00001,86.0
581786,00001,60.0
581788,00001,104.0
581790,00001,90.0
581792,00001,172.0
581969,00001,6075.0
582352,00001,34.0
582353,00001,60.0
582354,00001,60.0
582555,00001,30.0
582699,00001,30.0
582807,00001,38.0
582809,00001,30.0
582816,00001,222.0
582817,00001,297.0
582818,00001,108.0
58301,00001,61.0
583078,00001,90.0
583079,00001,180.0
583200,00001,77.0
583201,00001,154.0
583202,00001,30.0
583203,00001,30.0
583204,00001,30.0
583467,00001,216.0
583649,00001,30.0
583772,00001,30.0
583773,00001,30.0
583774,00001,30.0
583776,00001,30.0
583821,00001,30.0
583822,00001,30.0
583824,00001,30.0
583826,00001,100.0
583827,00001,357.0
583828,00001,81.0
583832,00001,37.0
583835,00001,30.0
583843,00001,34.0
583845,00001,60.0
583846,00001,47.0
583847,00001,59.0
583852,00001,60.0
583854,00001,115.0
584281,00001,76.0
584282,00001,75.0
584286,00001,910.0
584833,00001,30.0
584834,00001,30.0
584835,00001,168.0
584836,00001,256.0
584921,00001,219.0
584985,00001,30.0
585220,00001,125.0
585223,00001,204.0
585228,00001,116.0
585233,00001,232.0
585234,00001,533.0
585327,00001,452.0
585328,00001,174.0
585444,00001,30.0
585445,00001,48.0
585477,00001,128.0
585478,00001,141.0
585479,00001,316.0
585480,00001,129.0
585481,00001,249.0
585484,00001,111.0
585486,00001,30.0
585487,00001,30.0
585488,00001,30.0
585489,00001,30.0
585490,00001,30.0
585491,00001,30.0
585493,00001,30.0
585541,00001,276.0
585542,00001,99.0
586896,00001,477.0
586897,00001,352.0
586898,00001,227.0
586899,00001,142.0
587215,00001,35.0
587216,00001,30.0
587282,00001,88.0
587563,00001,102.0
58767,00001,215.0
587689,00001,151.0
587732,00001,89.0
587833,00001,241.0
587919,00001,30.0
587920,00001,30.0
587999,00001,120.0
588035,00001,293.0
588036,00001,163.0
588037,00001,103.0
588038,00001,119.0
5882,00001,735.0
588387,00001,30.0
588443,00001,60.0
588513,00001,30.0
588514,00001,30.0
588595,00001,35.0
588672,00001,131.0
588673,00001,86.0
588674,00001,276.0
588675,00001,182.0
588676,00001,327.0
588677,00001,170.0
588718,00001,115.0
588719,00001,86.0
588740,00001,306.0
588772,00001,2385.0
58883,00001,77.0
589006,00001,76.0
589007,00001,31.0
589008,00001,125.0
589009,00001,60.0
589010,00001,66.0
589011,00001,60.0
589013,00001,64.0
589014,00001,38.0
589015,00001,124.0
589016,00001,38.0
58905,00001,11934.0
589287,00001,156.0
589288,00001,192.0
589289,00001,182.0
589290,00001,134.0
589297,00001,215.0
589298,00001,92.0
589299,00001,163.0
589414,00001,30.0
589415,00001,30.0
589416,00001,30.0
589417,00001,31.0
589419,00001,60.0
589420,00001,62.0
589425,00001,30.0
589431,00001,30.0
589459,00001,77.0
589460,00001,60.0
589488,00001,30.0
589495,00001,45.0
589503,00001,30.0
589504,00001,30.0
589505,00001,30.0
589506,00001,30.0
589507,00001,39.0
589508,00001,47.0
589674,00001,11929.0
589675,00001,1788.0
590004,00001,34.0
590006,00001,56.0
590007,00001,30.0
590083,00001,7335.0
590084,00001,3562.0
590415,00001,62.0
590667,00001,221.0
590668,00001,176.0
590669,00001,116.0
590670,00001,127.0
590671,00001,126.0
590801,00001,176.0
590865,00001,409.0
591255,00001,46.0
591539,00001,102.0
591540,00001,65.0
592529,00001,120.0
59262,00001,76.0
593838,00001,1832.0
593839,00001,3771.0
593840,00001,3002.0
594125,00001,42.0
594127,00001,71.0
594128,00001,69.0
594130,00001,94.0
594131,00001,123.0
594132,00001,145.0
594133,00001,87.0
594134,00001,99.0
594135,00001,275.0
594136,00001,476.0
594137,00001,61.0
594214,00001,128.0
594506,00001,38.0
594507,00001,58.0
594521,00001,69.0
594524,00001,53.0
594871,00001,130.0
594879,00001,1283.0
594880,00001,2851.0
594881,00001,2218.0
594882,00001,253.0
594883,00001,996.0
594885,00001,518.0
594886,00001,2179.0
594887,00001,136.0
595019,00001,30.0
595071,00001,232.0
595229,00001,34.0
595316,00001,60.0
595320,00001,81.0
595322,00001,72.0
595324,00001,60.0
595361,00001,166.0
595365,00001,150.0
595367,00001,103.0
595392,00001,107.0
595394,00001,99.0
595420,00001,60.0
595422,00001,60.0
595428,00001,65.0
595437,00001,79.0
595439,00001,112.0
595442,00001,48.0
595444,00001,38.0
595446,00001,38.0
595450,00001,64.0
595453,00001,64.0
595456,00001,34.0
595459,00001,60.0
595461,00001,60.0
595463,00001,60.0
595466,00001,60.0
595468,00001,43.0
595470,00001,56.0
595472,00001,60.0
595474,00001,64.0
595477,00001,60.0
595670,00001,109.0
595748,00001,149.0
595757,00001,86.0
595958,00001,30.0
595959,00001,91.0
595960,00001,82.0
595961,00001,34.0
596029,00001,60.0
596170,00001,30.0
596171,00001,30.0
596172,00001,30.0
59620,00001,345.0
59621,00001,156.0
596244,00001,30.0
596245,00001,30.0
596262,00001,56.0
596263,00001,60.0
596264,00001,65.0
596265,00001,60.0
596266,00001,39.0
596589,00001,30.0
596590,00001,30.0
596665,00001,82.0
596735,00001,38.0
597827,00001,30.0
597828,00001,30.0
597829,00001,39.0
597913,00001,47.0
597914,00001,60.0
597915,00001,78.0
597917,00001,65.0
597931,00001,30.0
598041,00001,103.0
598242,00001,60.0
598243,00001,65.0
598244,00001,56.0
598245,00001,64.0
598246,00001,68.0
598247,00001,60.0
598311,00001,64.0
598312,00001,128.0
598313,00001,60.0
598314,00001,86.0
598333,00001,188.0
598334,00001,251.0
598335,00001,140.0
598336,00001,86.0
598337,00001,98.0
598338,00001,94.0
598339,00001,132.0
598340,00001,330.0
598341,00001,317.0
599007,00001,215.0
599008,00001,34.0
599009,00001,60.0
599039,00001,120.0
599041,00001,167.0
599042,00001,73.0
599043,00001,52.0
599044,00001,64.0
599045,00001,56.0
599046,00001,39.0
599047,00001,120.0
599048,00001,81.0
599049,00001,323.0
599068,00001,227.0
599080,00001,38.0
599081,00001,56.0
599082,00001,39.0
599083,00001,283.0
599288,00001,52.0
599289,00001,48.0
599291,00001,43.0
599407,00001,30.0
600023,00001,38.0
600034,00001,52.0
600053,00001,30.0
600054,00001,30.0
600055,00001,60.0
600056,00001,39.0
600537,00001,137.0
600541,00001,103.0
60055,00001,58.0
60056,00001,52.0
600589,00001,337.0
600594,00001,505.0
600595,00001,1692.0
600596,00001,60.0
600598,00001,126.0
601159,00001,47.0
601160,00001,48.0
601161,00001,60.0
601166,00001,60.0
601167,00001,86.0
601168,00001,184.0
601169,00001,60.0
601170,00001,60.0
60151,00001,233.0
60152,00001,156.0
601583,00001,38.0
601584,00001,51.0
601586,00001,30.0
601587,00001,30.0
601684,00001,51.0
601920,00001,56.0
602803,00001,56.0
603370,00001,121.0
603372,00001,232.0
603374,00001,60.0
603376,00001,107.0
603732,00001,81.0
603736,00001,90.0
604059,00001,51.0
604060,00001,52.0
604062,00001,60.0
604063,00001,60.0
604439,00001,65.0
604440,00001,60.0
604719,00001,56.0
605247,00001,35.0
605596,00001,77.0
605849,00001,60.0
6079,00001,831.0
6095,00001,282.0
615,00001,892.0
61722,00001,613.0
6189,00001,64.0
6191,00001,66.0
62074,00001,1061.0
62075,00001,48.0
62077,00001,177.0
62078,00001,192.0
62673,00001,204.0
62729,00001,60.0
63238,00001,38.0
63322,00001,30.0
63371,00001,64.0
63453,00001,340.0
63455,00001,71.0
6356,00001,34.0
6361,00001,210.0
63733,00001,363.0
63734,00001,143.0
63735,00001,135.0
63854,00001,99.0
63856,00001,76.0
63858,00001,66.0
6389,00001,38.0
6391,00001,124.0
64048,00001,9734.0
64808,00001,212.0
65111,00001,294.0
65223,00001,67.0
6542,00001,1256.0
65816,00001,30.0
66365,00001,60.0
66369,00001,880.0
6654,00001,60.0
6655,00001,30.0
66554,00001,92.0
6656,00001,52222.0
66728,00001,1289.0
66802,00001,113.0
66803,00001,94.0
66925,00001,161.0
66932,00001,416.0
66938,00001,1410.0
6719,00001,60.0
6772,00001,55.0
6802,00001,78.0
68084,00001,81.0
68085,00001,86.0
68192,00001,50.0
685,00001,12539.0
68716,00001,120.0
68987,00001,133.0
691,00001,4584.0
6937,00001,60.0
70167,00001,185.0
70599,00001,30.0
71045,00001,52.0
71442,00001,113.0
72240,00001,210.0
72443,00001,60.0
72526,00001,1620.0
72527,00001,74.0
7373,00001,30.0
74093,00001,127.0
74095,00001,82.0
74318,00001,86.0
74330,00001,30.0
74478,00001,62.0
75048,00001,1689.0
7566,00001,373.0
76360,00001,240.0
76572,00001,53.0
76699,00001,93.0
76700,00001,75.0
77057,00001,338.0
77702,00001,136.0
77989,00001,30.0
78366,00001,180.0
7841,00001,30.0
78816,00001,60.0
79342,00001,43.0
79541,00001,159.0
7959,00001,242.0
79638,00001,6760.0
80341,00001,217.0
80817,00001,30.0
80864,00001,216.0
80867,00001,151.0
80941,00001,82.0
8097,00001,86.0
8123,00001,34.0
81276,00001,92.0
817,00001,139.0
81830,00001,115.0
81883,00001,132.0
81884,00001,157.0
820,00001,470.0
82909,00001,96.0
83062,00001,60.0
83079,00001,52.0
83116,00001,35.0
83140,00001,31.0
83354,00001,30.0
83356,00001,30.0
83358,00001,30.0
83461,00001,30.0
83465,00001,56.0
83552,00001,263.0
83554,00001,79.0
83558,00001,247.0
83560,00001,685.0
83561,00001,154.0
84752,00001,60.0
84754,00001,60.0
84757,00001,64.0
8483,00001,38457.0
84853,00001,252.0
85449,00001,120.0
85860,00001,5900.0
85982,00001,39.0
85983,00001,30.0
85984,00001,34.0
85985,00001,48.0
86020,00001,30.0
86458,00001,97.0
86556,00001,62.0
86767,00001,63.0
86992,00001,41.0
87000,00001,216.0
87001,00001,427.0
87054,00001,60.0
87065,00001,52.0
87067,00001,56.0
87246,00001,59.0
87442,00001,105.0
875,00001,7200.0
88266,00001,106.0
888,00001,417.0
88861,00001,71.0
88983,00001,162.0
89405,00001,941.0
90141,00001,116.0
90163,00001,256.0
905,00001,183.0
9070,00001,61.0
9090,00001,2201.0
91214,00001,671.0
92894,00001,78.0
92895,00001,72.0
92899,00001,30.0
92900,00001,60.0
92977,00001,147.0
92982,00001,441.0
92983,00001,180.0
93223,00001,51.0
943,00001,755.0
94331,00001,34.0
944,00001,118.0
94510,00001,95.0
94547,00001,90.0
94642,00001,93.0
94643,00001,4021.0
9496,00001,86.0
95123,00001,56.0
952,00001,42.0
95392,00001,221.0
9553,00001,60.0
95770,00001,331.0
96146,00001,47.0
96147,00001,60.0
96294,00001,368.0
97146,00001,1942.0
972,00001,190.0
97240,00001,40.0
97244,00001,30.0
97973,00001,43.0
97974,00001,42.0
97975,00001,30.0
97977,00001,30.0
97978,00001,34.0
97979,00001,30.0
98261,00001,124.0
98467,00001,60.0
98472,00001,30.0
98560,00001,3256.0
98616,00001,86.0
9881,00001,30.0
99015,00001,102.0
99017,00001,30.0
99381,00001,67.0
99741,00001,4495.0
99744,00001,193.0
99930,00001,30.0
100175,00003,30.0
100355,00003,60.0
100407,00003,30.0
100408,00003,30.0
100622,00003,849.0
100941,00003,30.0
100971,00003,90.0
100972,00003,138.0
10138,00003,30.0
101734,00003,241.0
101735,00003,162.0
101740,00003,648.0
101743,00003,2392.0
101744,00003,30.0
101745,00003,69.0
101747,00003,70.0
101748,00003,44.0
102069,00003,30.0
102410,00003,110.0
102411,00003,100.0
102412,00003,41.0
102830,00003,324.0
102832,00003,227.0
102833,00003,107.0
102834,00003,60.0
102835,00003,254.0
1029,00003,137.0
102928,00003,34.0
10296,00003,35.0
10316,00003,59.0
103717,00003,51.0
1038,00003,84.0
10403,00003,45.0
104711,00003,94.0
104746,00003,60.0
105285,00003,33.0
105294,00003,30.0
105295,00003,46.0
105313,00003,84.0
105316,00003,65.0
105317,00003,30.0
105320,00003,63.0
105321,00003,56.0
105322,00003,60.0
105323,00003,72.0
105330,00003,44.0
105332,00003,30.0
105334,00003,54.0
105335,00003,48.0
106208,00003,191.0
106236,00003,301.0
106237,00003,43.0
106239,00003,98.0
10624,00003,30.0
10628,00003,30.0
1063,00003,590.0
106356,00003,14854.0
106537,00003,56.0
106606,00003,301.0
106662,00003,553.0
106972,00003,94.0
106974,00003,173.0
107214,00003,39.0
107271,00003,151.0
107272,00003,61.0
107401,00003,259.0
107458,00003,118.0
107459,00003,60.0
107462,00003,30.0
107465,00003,30.0
107466,00003,60.0
107467,00003,30.0
107546,00003,39.0
107573,00003,46.0
107662,00003,60.0
107687,00003,30.0
108193,00003,566.0
108895,00003,88.0
109314,00003,144.0
109319,00003,125.0
109554,00003,66.0
109612,00003,66.0
109688,00003,78.0
109770,00003,79.0
109771,00003,66.0
109774,00003,30.0
109775,00003,38.0
109957,00003,50.0
10998,00003,60.0
110053,00003,30.0
110327,00003,60.0
110511,00003,30.0
110695,00003,122.0
110852,00003,532.0
110853,00003,445.0
11093,00003,30.0
110965,00003,62.0
110966,00003,73.0
110967,00003,61.0
110968,00003,58.0
111687,00003,30.0
111827,00003,237.0
112473,00003,221.0
112842,00003,79.0
113406,00003,65.0
113755,00003,55.0
113761,00003,145.0
113800,00003,52.0
116270,00003,30.0
116559,00003,89.0
116612,00003,899.0
116741,00003,5258.0
116801,00003,32.0
116897,00003,33.0
117317,00003,60.0
117640,00003,30.0
117675,00003,64.0
118064,00003,72.0
1182,00003,60.0
118209,00003,193.0
118260,00003,30.0
1184,00003,71.0
119109,00003,47.0
119110,00003,41.0
119171,00003,88.0
119323,00003,30.0
119868,00003,183.0
120310,00003,96.0
120554,00003,30.0
120773,00003,34.0
121032,00003,126.0
121416,00003,34.0
121420,00003,60.0
121421,00003,30.0
1221,00003,141.0
1229,00003,33.0
123080,00003,55.0
123896,00003,60.0
124382,00003,173.0
124383,00003,30.0
124729,00003,63.0
12477,00003,98.0
125494,00003,43.0
12637,00003,131.0
126876,00003,48.0
127359,00003,3798.0
127360,00003,395.0
127438,00003,30.0
127439,00003,30.0
12845,00003,64.0
128517,00003,61.0
128667,00003,305.0
128673,00003,34.0
128674,00003,77.0
129086,00003,50.0
129430,00003,104.0
129497,00003,94.0
129498,00003,64.0
129593,00003,70.0
129596,00003,56.0
129598,00003,38.0
12965,00003,55.0
130248,00003,60.0
130555,00003,30.0
131229,00003,48.0
131233,00003,38.0
131234,00003,48.0
131323,00003,72.0
131511,00003,30.0
131535,00003,56.0
132678,00003,128.0
133336,00003,631.0
13334,00003,30.0
133445,00003,30.0
134389,00003,34.0
134400,00003,52.0
134402,00003,63.0
134549,00003,37.0
134552,00003,30.0
134654,00003,30.0
134760,00003,60.0
136257,00003,60.0
136258,00003,60.0
136350,00003,30.0
1375,00003,62.0
138263,00003,30.0
1391,00003,60.0
139441,00003,34.0
139443,00003,34.0
139469,00003,30.0
140111,00003,31.0
140254,00003,112.0
141772,00003,30.0
14210,00003,50.0
14218,00003,59.0
142525,00003,410.0
142529,00003,30.0
142530,00003,82.0
142531,00003,30.0
142532,00003,58.0
142533,00003,60.0
142796,00003,152.0
142908,00003,109.0
143353,00003,34.0
143361,00003,63.0
143363,00003,60.0
143871,00003,9533.0
14401,00003,64.0
144232,00003,76.0
144722,00003,30.0
144723,00003,30.0
144724,00003,30.0
144725,00003,30.0
144728,00003,30.0
145082,00003,1162.0
145085,00003,72.0
14511,00003,60.0
145221,00003,30.0
14587,00003,125.0
146152,00003,60.0
146664,00003,30.0
147758,00003,31.0
147841,00003,30.0
147947,00003,34.0
14831,00003,993.0
149141,00003,183.0
1494,00003,31.0
149486,00003,65.0
149487,00003,82.0
1498,00003,87.0
1506,00003,92.0
151311,00003,219.0
1520,00003,178.0
152629,00003,438.0
152980,00003,46.0
154808,00003,59.0
154809,00003,67.0
155363,00003,132.0
156285,00003,34.0
156703,00003,558.0
157050,00003,30.0
157688,00003,61.0
157691,00003,67.0
157692,00003,94.0
157934,00003,30.0
157960,00003,94.0
15804,00003,30.0
158113,00003,82.0
158587,00003,34.0
158588,00003,60.0
158612,00003,30.0
158613,00003,30.0
158614,00003,30.0
158615,00003,30.0
159685,00003,30.0
1599,00003,57.0
1605,00003,172.0
160714,00003,90.0
1609,00003,30.0
16287,00003,88.0
163,00003,476.0
163749,00003,30.0
1641,00003,113.0
16422,00003,30.0
1654,00003,106.0
165797,00003,60.0
165980,00003,30.0
166583,00003,30.0
166596,00003,30.0
167274,00003,52.0
167277,00003,30.0
167773,00003,30.0
168500,00003,56.0
168501,00003,63.0
168503,00003,79.0
168613,00003,83.0
168765,00003,776.0
168925,00003,30.0
169028,00003,481.0
1696,00003,80.0
169685,00003,37.0
169938,00003,1773.0
17186,00003,30.0
17220,00003,59.0
172730,00003,72.0
173346,00003,96.0
173472,00003,30.0
17353,00003,62.0
173768,00003,132.0
17425,00003,30.0
175842,00003,55.0
1760,00003,61.0
176057,00003,30.0
17618,00003,63.0
176338,00003,30.0
176565,00003,85.0
177701,00003,172.0
17806,00003,51.0
178293,00003,30.0
178295,00003,112.0
179000,00003,60.0
17908,00003,30.0
179097,00003,68.0
180701,00003,44.0
180703,00003,60.0
1809,00003,94.0
181537,00003,56.0
182264,00003,30.0
182752,00003,30.0
182753,00003,30.0
182982,00003,30.0
183793,00003,30.0
184000,00003,30.0
184385,00003,30.0
184457,00003,46.0
184459,00003,30.0
184627,00003,30.0
184628,00003,30.0
184630,00003,34.0
185663,00003,186.0
18579,00003,60.0
1861,00003,43.0
187312,00003,31.0
187467,00003,40.0
187670,00003,60.0
187962,00003,118.0
188548,00003,164.0
18941,00003,30.0
1896,00003,30.0
1902,00003,60.0
190454,00003,173.0
190830,00003,211.0
191187,00003,1154.0
19246,00003,30.0
192823,00003,30.0
193140,00003,94.0
193329,00003,30.0
194321,00003,36.0
194710,00003,30.0
194892,00003,42.0
19516,00003,76.0
19517,00003,81.0
19518,00003,60.0
19519,00003,57.0
1960,00003,56.0
196008,00003,30.0
196115,00003,31.0
196835,00003,44.0
19811,00003,30.0
1982,00003,58.0
1991,00003,61.0
200006,00003,90.0
200041,00003,367.0
200221,00003,60.0
202584,00003,145.0
202754,00003,88.0
203757,00003,57.0
203875,00003,30.0
203877,00003,30.0
203879,00003,30.0
203881,00003,30.0
204483,00003,93.0
20516,00003,1283.0
206362,00003,42.0
20675,00003,77.0
208,00003,1051.0
208038,00003,45.0
208050,00003,64.0
20840,00003,91.0
20857,00003,72.0
209031,00003,62.0
209032,00003,77.0
209052,00003,34.0
209054,00003,30.0
210154,00003,133.0
210155,00003,128.0
210594,00003,60.0
210785,00003,36.0
210874,00003,83.0
210956,00003,30.0
210959,00003,64.0
211128,00003,34.0
211130,00003,30.0
211530,00003,60.0
21279,00003,30.0
21331,00003,30.0
21340,00003,30.0
2138,00003,60.0
214099,00003,30.0
214104,00003,30.0
214684,00003,30.0
214815,00003,30.0
214824,00003,49.0
214909,00003,56.0
214912,00003,92.0
214913,00003,62.0
214914,00003,34.0
21538,00003,715.0
21541,00003,181.0
215995,00003,422.0
218557,00003,1329.0
218637,00003,30.0
218870,00003,88.0
219181,00003,30.0
219836,00003,61.0
219959,00003,30.0
220234,00003,60.0
22088,00003,30.0
220884,00003,68.0
2213,00003,39.0
223156,00003,58.0
223389,00003,117.0
22450,00003,72.0
22560,00003,33.0
225701,00003,33.0
225783,00003,56.0
226050,00003,34.0
